conhecimento	escola
cortesão	esbelto
achar-se	encontrar-se
fardagem	roupagem
paganizador	paganizante
pestear	ulcerar
aventado	lembrado
prenunciação	prognóstico
abarreirar	ingurgitar
veda	vedação
depurador	mundificante
lançadura	remesso
birrar	encavacar
circuito	periferia
arrazoar	especular
rebater	sacudir
esgadelhado	esgrouviado
submeter	ter
iminência	sobrançaria
menear	sacolejar
butuca	espora
damejar	requestar
distante	saído
deitar-se	reclinar-se
machucar-se	susceptibilizar-se
lucrar	usufruir
atrabilioso	iracundo
sabrecar	torrefazer
diversório	prazer
parada	sustação
adscrever	algemar
esponjar	furtar
mistificar	velhacar
esterilizar	exaurir
ligeiro	veloz
cancelamento	rescisão
olorado	perfumoso
tessitura	traça
arremeter	opugnar
anulado	cassado
expandimento	extroversão
inditoso	infausto
escorregadio	liso
miúça	miuçalha
descompor	revirar
borrar	ensaburrar
brunhir	polimentar
mantear	nausear
malignar	subverter
inclinar-se	predispor-se
maça	toco
coalizão	coligação
decente	íntegro
endemoninhado	endiabrado
odoro	perfumado
avincar	dobrar
coerção	pressão
contraditar	opugnar
arisco	rebelde
apreciação	critério
chapar-se	estirar-se
inalterável	incorrutivo
reverter	tornar
flegma	traspasso
desnutrir	emagrecer
apostema	intumescência
inimigo	oposto
verberador	verberante
espirrar-se	estomagar-se
brotadura	gomo
mediocridade	regularidade
amochado	retraído
pervagar	vagar
efetuar-se	ocorrer
desasar	tungar
reclamar	vindicar
plausivelmente	racionalmente
casmurro	encaramujado
nonada	trica
inapropriado	inconveniente
aquilonar	setentrional
falho	lacunar
aturdido	estupefeito
brunir	polimentar
perder-se	soçobrar
trampolina	trampolinagem
forrar-se	roupar-se
alevante	levante
afligir	sorver
amiserar-se	mazelar-se
alimentício	substancial
minguado	precário
dreno	escoadoiro
magote	ranchada
torcilhão	torço
envanecer-se	inflar-se
entristecer-se	estiolar-se
enfrentar	entestar
arriscar-se	ousar
enraivado	enraivecido
desafronta	desopressão
deplorativo	lacrimante
inteireza	totalidade
esgarrar-se	viciar-se
remenicar	ripostar
somítico	sovina
aviltante	humilhante
acanalhado	amolecado
ininterruptamente	seguidamente
canhoto	desjeitoso
convencionar	estabelecer
objetivação	resolução
enfrenar-se	reprimir-se
descortejar	sobpor
afiançado	asseverado
coagido	invito
espectro	visagem
areado	desorientado
contra-atacar	responder
cobiçoso	sequioso
bonificar	laurear
demoníaco	diabólico
haver-se	portar-se
serviço	trabalho
solércia	sutilidade
espaçado	espacioso
berreiro	grita
valedoiro	valedouro
desempapar	desencharcar
abastecer	fornecer
farrear	fragalhotear
contestabilidade	repreensibilidade
doudejar	vagabundar
embramar	enroscar
achega	ajudadouro
apeado	dispensado
transmontano	ultramontano
enxovalhar-se	mediocrizar-se
engenho	inventividade
abster-se	coibir-se
anorgânico	inorgânico
pronto	rematado
reanimar	renovar
bravura	resolução
enxurdar-se	ingurgitar-se
integralmente	inteiramente
preciso	sintético
refundir	retificar
gargalo	pescoço
demolido	derruído
desaforo	protérvia
asfixiar-se	esganar-se
especificar	precisar
alteroso	assoberbado
elidir	suprimir
generosidade	gentileza
assoprado	campanudo
usança	vício
adjurar	invocar
lamuriar-se	prantear-se
mofatra	trapaça
balbuciar	tartamelear
vestido	vestuário
diminuir-se	ir
enxugadoiro	varal
torvelino	turbilhão
abnóxio	inofensivo
dispor-se	precaver-se
rezador	saludador
embarrigado	grávido
barganha	pechincha
encarrancar	enublar
aguaceiro	cordoada
olhar	saber
amurchecer	desflorescer
dobradura	vinco
enlaçar-se	prender-se
baralhada	rondão
atroante	tonitruante
amochar-se	enclausurar-se
edaz	insaciável
tutelar	tutorear
dietista	nutricionista
brandão	tocha
cruzar	passar
gralhear	tarelar
delirante	insano
chamamento	rebate
estertor	sarrido
bem-querer	estimar
adestrar	disciplinar
privilégio	vantagem
misericordioso	pio
encalistrar	tempestear
aldrava	argola
anichar-se	entrouxar-se
apelar	recorrer
burlar	tapear
engranzar	engrazar
encarquilhar-se	enrugar-se
desgraciado	infortunado
esvanecer-se	evolar-se
privativo	restrito
retorno	volta
assazonar-se	requintar-se
renitência	tineta
encadeamento	estruturação
arejo	refrescamento
postemar-se	torvar-se
despir	despossuir
maldito	triste
cântaro	talha
horrendo	tetro
coragem	valor
repousar	vacar
coscuvilheiro	enredeiro
lenda	mitologia
caveira	crânio
sandeu	tolaz
desagaloar	macular
colossalidade	enormidade
encarapitar-se	engrimponar-se
fraudento	fraudulento
cajadada	pancada
atinar	notar
desembrulhar	estriçar
despregar	separar
redutível	reduzível
endurar	obdurar
sonetar	sonetear
combater	punir
mesquinho	pelintra
fecundidade	uberdade
abarrancar	represar
abespinhar	encolerizar
caricato	cômico
contendedor	emulador
agitar-se	sacudir-se
atranqueirar	impedir
abater-se	inferiorizar-se
arreigado	crônico
semimorto	semivivo
advertir-se	atentar
embófia	presunção
construir	criar
endentação	engrenagem
cardinalesco	cardinalício
amontoado	poupado
demasiado	supervácuo
caipirice	jequice
engranzado	entrosado
babel	pandemônio
lobrigar	vislumbrar
prevenir-se	vigilar-se
avenado	azoratado
rebordosa	récipe
desnudo	despido
serelepe	turbulento
aluição	desabe
fanfarrada	farelice
fabrico	produto
proventos	vantagem
papo	saco
embaçar-se	enganar-se
manada	súcia
humanitário	humano
administrador	despenseiro
sobredivino	supradivino
pinga	pingo
transgredido	violado
extensão	força
agressividade	combatividade
falaz	mentido
gabarolice	orgulho
estanciar	habitar
mal-ensinado	mazorral
inflexo	pendido
contra-arrazoado	réplica
louvar-se	repousar
encrencar	rodilhar
desafrontado	desforrado
mazelar	melindrar
alumbrado	deslumbrado
despedaçar	estilhaçar
borrar-se	emporcar-se
desembrutecer	humanizar
deslombado	espancado
arrefeçar	baratear
afazeres	tarefas
patola	tolo
bufão	farsante
desentravar	desestorvar
embabadar-se	enrugar-se
debandar-se	desbandalhar-se
herança	patrimônio
incisivo	incisor
edificar	instruir
merecimento	mérito
escalpar	funestar
exprobar	glosar
escorrer	exsudar
cabriolar	piruetear
elevar-se	nobilitar-se
apimentado	quente
gatafunhos	gatimanhos
dissidente	sedicioso
caxinguento	fedegoso
corpulento	obeso
discussão	disputa
almejar	piançar
inserir	intercalar
benevolente	bondoseiro
ignominiar	vituperar
escusar	inocentar
encabulação	enleio
coligado	confederado
arriçar-se	encrespar-se
cacho	caracol
irretocável	lapidar
admoestar	escovar
memoração	recordação
aventura	peripécia
guasqueiro	minguado
ripada	zargunchada
enturvar	nevoar
dessimétrico	dissimétrico
palestrar	tratar
abobadar	arquear
estramontado	sanhoso
ladino	tacanho
acostado	parasita
adular	engraxar
forrar	picuar
deslizamento	resvaladura
amarelado	descorado
aldeola	casalejo
crescendo	gradação
abrancar	caiar
samexuga	samexunga
refresco	refrigerante
gogó	nó-de-adão
distensão	entesamento
inacabado	inconcluso
casquinada	motejo
estraçalhar-se	romper-se
enflorescer	resplendecer
verecúndia	vergonha
pesado	tenso
originar	produzir
enredador	maranhoso
escambado	trocado
juízo	reflexão
formigar	pulular
delicadeza	primor
vindicar	vingar
azoada	babaré
amparado	resguardado
agaloar	enaltecer
indefectível	seguro
substanciar	tratar
apara	maravalha
excelsitude	pujança
sotaquear	troçar
pavesar-se	vangloriar-se
desarranjo	enxovalho
sopitado	sopito
aceirar	aguçar
desbotar	emortecer
escape	escápole
alimentar-se	comer
caminhar	ir
andamento	seguimento
melancólico	tristonho
enredear	maçarocar
despropositado	espinoteado
ritmo	som
remontar	restabelecer
passear	universalizar
apaixonado	fanático
garrochar	picar
efígie	translado
lotar	tomar
ver	viver
confraternar	fraternizar
argueiro	pisca
ponto	termo
dicionarizar	vocabularizar
empeçonhado	peçonhoso
lacrimal	lagrimal
analogia	conformidade
descadeirar	rachar
brutalidade	selvageria
apostila	apostilha
bifar	larapiar
traquejar	trenar
garganteado	trinado
marmóreo	marmorino
esmiudar	perscrutar
abanicar-se	refrescar-se
cenoso	forte
surf	surfe
galicisparlar	galicizar
existir	ser
bátega	cordoada
envaidar-se	estadear-se
despejado	despudorado
engrambelar	iludir
bisbilhoteiro	coscuvilheiro
incerto	irresoluto
nebulizador	vaporizador
fátuo	jatancioso
absíntio	absinto
eivar	exinanir
desdenhador	menospreçador
leproso	macutena
esbandalhado	esfarrapado
baldrocado	mistificado
desmedrar	emagrentar
despeçar	moer
estorcegar	estrafegar
paralisar	torpecer
malear	minorar
sectário	seguidor
apoteotizar	glorificar
ocasionar	provocar
adquirir	tirar
adequadamente	propriamente
argumentação	debate
criatura	pessoa
conjugação	junção
decurião	monitor
alagamar	pego
pegado	próximo
deliquio	desacordo
amplificador	aumentador
funcionalidade	funcionarismo
tijuco	tujucal
inatividade	inércia
libação	libame
látego	relho
lusque-fusque	meia-tinta
sacolejo	solavanco
desflorir	fanar
descavar	profundar
rebelde	revoltoso
irrenunciabilidade	irresignabilidade
ádvena	vindoiro
pudente	recatado
moleirão	zorreiro
digresso	excursão
carquilha	ruche
bem-arranjado	bem-parecido
filão	veia
condensante	condensativo
abandonamento	desprendimento
encastramento	entrosamento
convulsionar	rebelar
desavir	incompatibilizar
esguichar	espadanar
automóvel	veículo
aconselhado	recomendado
pombear	pombeirar
degradar-se	desautorar-se
espandongar	romper
astroso	sombrio
anojar-se	nausear-se
alanceado	amargado
postergar	sotopor
apassivante	apassivativo
método	regime
comprometimento	prometimento
dirigente	gestor
despargir	raiar
confuso	esfíngico
revelar	vender
irritação	nervosidade
ímpar	único
desaguadoiro	sangrador
vazão	vendagem
desacostumado	desvezado
preludiar	prologar
privilegiado	único
bacorejar	prever
desdourar	deslustrar
aselha	fivela
providenciar	socorrer
encapotar-se	velar-se
estila	estilha
pancada	pulsação
gatunhar	palmear
maceração	tortura
devotamento	entrega
agasalho	pousada
acastelado	coacervado
encorujar	mirrar
deserção	transfúgio
envolvimento	sedução
carcomer	devorar
agricultura	lavragem
desprender	exalar
embaucar	embromar
algibe	cacimba
bobeira	tontaria
sublimidade	superioridade
alienar	desvariar
aglutinar	pegar
descaso	displicência
cognominador	denominador
desafabilidade	malcriadez
glomerar	lotar
pesar	pungimento
condescender	transigir
desenfeitado	desguarnecido
compatibilidade	equivalência
germanar	igualizar
purpurejar	vermelhejar
coadunar	convir
ruidar	rumorar
poente	pôr-do-sol
esquerdo	estouvado
amoldado	moldado
indisciplina	inobediência
diligente	expedito
radicela	raigota
escuso	suspicaz
descodificar	traduzir
enfrutecer	frutescer
abarrotamento	atafulhamento
desconhecido	mal-agradecido
espezinhado	menosprezado
copiosidade	excessividade
peraltar	trasguear
pastio	pasto
segurar-se	suportar-se
preparar	urdir
demorar-se	retardar-se
cicioso	sussurrejante
choramingo	lacrimejamento
espiritualmente	mentalmente
cevado	gordo
coleção	compilação
encabeçamento	prefácio
suster	ter
querenar	recuperar
misterioso	obscuro
afortunado	fasto
reservatório	tanque
fundido	liquefato
casticação	importunação
demonstração	prova
confirmar	verificar
inércia	mandriice
comutação	volta
espertalhão	sabido
beirar	brolar
bordoada	maçada
cabotagem	costeio
cacetada	cachamorrada
corroborar	demonstrar
afagar	mimar
conhecedor	sábio
contíguo	propínquo
declivoso	teso
aclimação	aclimatação
compungir-se	enternecer-se
demanda	discussão
utensílio	utilidade
anemizar	fragilizar
inaugural	inicial
geoclimatérico	geoclímico
chamuscar	crestar
entressemear	recortar
desbloquear	desentulhar
semicerrado	soaberto
catálogo	elenco
apiedado	pio
aferretoar	agulhar
altivez	potra
desbancar	suplantar
peregrino	vindiço
contrafazer	sobnegar
inutilizar-se	ir-se
anglomaníaco	anglômano
expedito	lesto
relumar	tremer
romanticismo	romantismo
enevoar	sombrear
esborrachar	esmurrar
atarantadamente	tontamente
râncio	ranço
epístola	missiva
palpabilidade	tangibilidade
ensangüentar	purpurear
seguir-se	superpor-se
leme	mando
desforço	saldo
ácido	picante
desprimoroso	mazorral
importunar-se	incomodar-se
delombar	dominar
irrecusabilidade	irrefragabilidade
fundir	prodigalizar
empiscar	fulgir
retirado	solitário
embargo	obstáculo
calor	queimor
trilha	trilho
bramir	explodir
chacotear	zombar
vexador	vexante
desencarcerado	solto
cimentar-se	firmar-se
desvigorar	quebrantar
deão	decano
desabusar	desiludir
abas	adjacências
desafaimar	embuchar
costumário	freqüente
doméstica	serviçal
virente	viridente
formidável	magnífico
favorável	pertinente
insurrecto	revoltado
condecoração	honraria
gracioso	serelepe
chumbar	ligar
viandante	viandeiro
septenário	setenário
boquejadura	cochicho
extinção	obliteração
estenografado	taquigrafado
criança	pequeno
brincadeira	gozação
afrontamento	ultraje
desembaraço	intrepidez
impertérrito	intérrito
impingir	rodilhar
povo	vulgo
evocação	revocação
amunicionar	municiar
arqueável	flexível
atilado	maduro
alonginquar	desunir
sorna	zopo
adepto	prosélito
derrengar	esquadrilhar
desgraçar	desvirgar
litigiar	pleitear
olhada	olhadela
amansar	repousar
tonante	tonitruante
amainar-se	refecer-se
colar	emendar
entufar-se	envanecer-se
egoísmo	filáucia
dessecado	insensível
duro	forte
empolgado	seduzido
intacto	intato
grazinar	resmonear
fogosidade	impetuosidade
lampadário	lustre
madornento	sonolento
barateado	regateado
adulteração	adultério
vedação	vedo
descontentar	desprazer
adiantar-se	avançar
estrugir	rebombar
emplacar	enamorar
inquinar	poluir
lastimar-se	vagir
acorrer	lembrar
balouçado	embalado
edule	manducável
desintumescer	detumescer
atordoar	azoratar
acolchetar	colchetar
eminência	saliência
balcão	sacada
demonstrar	reproduzir
avultado	corpudo
cordão	série
denudação	desmascaramento
pífio	torpe
bajulação	louvaminha
abolar	bolear
excetiva	reserva
guardar-se	precautelar-se
efundir	esvaziar
desaprovar	reprovar
fontal	gerador
desembaraçadamente	soltamente
caso	episódio
dissimular	velar
emalar	empacotar
mestre	preletor
acamado	assentado
feiticeira	maga
dirruir	subverter
fender	gretar
sedar	sossegar
recocto	recozido
tenção	vista
acuação	acuamento
suspeitar	ver
azulejador	ladrilheiro
elogio	encômio
divinizar	extremar
pixote	principiante
atormentativo	escruciante
margem	oportunidade
enflorado	florejado
afilhado	apadrinhado
alcance	conseguimento
purpurejante	vermelho
improbar	reprovar
abastança	abundância
descautelado	imprecatado
sobreposição	superposição
refestelado	repimpado
exterioridade	superficialidade
bocejar	oscitar
aterrorizante	fero
explorar	lustrar
carinho	vigilância
queixa	ressentimento
preacada	verdascada
folgazar	jubilar-se
casta	linhagem
pastar	retouçar
dúvida	incerteza
faro	vento
encalhamento	oposição
regozijar-se	ufanar-se
assinalado	ínclito
grupo	tribo
avinhar-se	toldar-se
entesamento	estirão
amulatar	atrigueirar
impalpabilidade	insubstancialidade
careteiro	mogangueiro
angustiar-se	apoquentar-se
insignificância	poucachinho
negrejar	pretejar
erguer-se	suspender-se
apojar	tufar
abençoadeiro	benzedor
algozaria	selvageria
desarrazoadamente	incongruentemente
ardume	queimor
desautorar	rebaixar
arvorado	içado
absenteísmo	abstencionismo
