berçudo	sobrancelhudo
besoiragem	bisbilhotice
besoiral	besoural
besouragem	bisbilhotice
besta	rombo
bestalhão	boboca
bestar	vagar
bestear	zanzar
besteira	bobagem
bestial	desalmado
bestialidade	bestidade
bestializado	bestificado
bestializar	brutalizar
bestializar-se	embrutecer-se
bestialização	estultificação
bestice	burricada
bestidade	brutalidade
bestificado	estupefeito
bestificamento	emparvamento
bestificar	estultificar
bestificação	bestificamento
besuntadela	lambuzadela
besuntado	engordurado
besuntar	lubricar
besunto	lambuzadela
betar	marchetar
betesga	bitesga
betilho	bocal
betonar	concretar
betumar	betuminizar
bexigar	trotear
bexigoso	variolado
bexiguento	variolado
bezerra	novilha
bezerro	novilho
beócio	estúpido
biango	casebre
biberão	mamadeira
biblicista	biblista
bibliotecal	bibliotecário
biboca	venda
bica	tubo
bicada	picada
bical	bicudo
bicar	picar
bicaudado	bicaudal
bicha	serpentina
bichado	empedrado
bichar	estragar
bicharada	bicharia
bichento	cambado
bicho	fera
bicho-do-mato	fera
bico	chucha
biconvexo	convexo-convexo
bicopóreo	bicorporal
bicorada	picada
bicorne	bicornuto
bicornuto	bigorne
bicudez	complexidade
bicudo	pontudo
bicuspidado	bicúspide
bicéfalo	dicéfalo
bicórneo	bigorne
bicôncavo	côncavo-côncavo
bidentado	bidental
bidental	bidenteado
bidenteado	bidênteo
bienal	bisanual
bifacial	bifrontado
bifar	larapiar
bifendido	bífido
bifrontado	falso
bifrontal	falso
bifronte	falso
bifurcar	derivar
bifurcar-se	bipartir-se
bifurcação	forqueadura
bifásico	difásico
bigodear	chalaçar
bigorna	incude
bigorrilha	tracambista
bigorrilhas	bilhostre
bigume	bigúmeo
bilaminado	bilaminoso
bilha	moringa
bilhete	ticket
bilhostre	tracambista
biliar	bilioso
biliardário	multimilionário
bilionário	supermilionário
biliteral	bilítero
biliário	bilioso
bilobado	bilobulado
bilontragem	vergalhada
biltraria	cafajestada
biltre	vilão
bimar	bímare
bimbalhar	dar
bimbarra	cabrilha
bimensal	semimensal
bimestral	bimestre
bimilenar	bimilenáreo
binar	biscantar
binocular	binoculizar
binucleado	binuclear
bioco	véu
biogenésico	biogenético
biografia	vida
biografista	biógrafo
biombo	tabique
bioquice	exageração
biossocial	biossociológico
biotipologia	tipologia
biotipológico	tipológico
bipartido	dítomo
bipartição	bissecção
biqueira	goteira
biraia	megera
biricera	miudeza
biriteiro	ébrio
birote	pericote
birra	mau-humor
birrar	encavacar
birrento	embirrento
biruta	lunático
biró	porção
birô	empresa
bis	repetição
bisagra	missagra
bisar	repetir
bisbilhar	ciciar
bisbilho	múrmur
bisbilhotar	intrigar
bisbilhoteiro	coscuvilheiro
bisbilhoteria	mexeriquice
bisbilhotice	indiscrição
biscateador	biscateiro
biscoitar	granjear
biscoito	bolacha
biscoutar	receber
biselado	chanfrado
biselamento	chanfradura
biselar	chanfrar
bismutado	bismutífero
bisnagada	esguichadela
bisonharia	inexperiência
bisonhice	inexperiência
bisonho	principiante
bispado	diocese
bispal	episcopaliano
bispar	surrupiar
bispar-se	esgueirar-se
bispote	mijadeiro
bissector	bissetor
bissecção	meação
bissegmentação	meação
bissexo	bissexual
bissexual	hermafrodito
bissexualidade	bissexualismo
bisseção	bissecção
bissociação	trocado
bissulcado	bissulco
bissêxtil	bissexto
bissílabo	dissílabo
bistrado	tanado
bisturi	dissetor
bitola	estalão
bitolar	enxergar
bituca	ponta
bivalente	divalente
bizantinice	bizantinismo
bizantinismo	chinesice
bizarramente	elegantemente
bizarrear	gabar-se
bizarria	gala
bizarrice	extravagância
bizarrismo	extravagância
bizarro	longânime
black-tie	smoking
blague	sal
blandicioso	terno
blandícia	brandura
blandície	perfume
blasfemar	maldiçoar
blasfemo	insultuoso
blasfêmia	heresia
blasonador	bufador
blasonar	parlapatear
blasonaria	quixotice
blefar	enganar
blefe	disfarce
blindado	encouraçado
blindagem	revestimento
blindar	coiraçar
bloco	conjunto
bloqueado	sitiado
bloqueador	bloqueante
bloquear	proibir
bloqueio	trava
bloquista	taloneiro
boatar	rumorar
boataria	boatice
boatice	mexericada
boato	voz
bobagem	bobice
bobeira	tontaria
bobice	ébia
bobinar	embobinar
bobo	patau
boboca	paspalhão
boca	bocal
boca-rota	boquirroto
bocada	dentada
bocadinho	pedaço
bocado	migalha
bocalvo	boquialvo
bocar	devorar
bocarra	boqueirão
bocaça	boqueirão
bocejador	bocejante
bocejar	oscitar
bocejo	oscitação
boceta	tabaqueira
boceto	boquilavado
bochechada	gargarejo
bochecho	gargarejo
bochechudo	façudo
bochincheiro	rusguento
bochornal	calmo
bochornoso	sufocante
bocó	zote
bocório	velhaco
bode-preto	franco-mação
bodega	cevadeira
bodegueiro	taberneiro
bodejar	tartamelar
bodejo	gaguez
bodoso	embodegado
bodum	fartum
bofar	resfolegar
bofejar	golfejar
bofetada	bofetão
bofetar	esbofetear
bofetear	estapear
bofetão	munhecaço
boiada	manada
boiadeiro	marchante
boiante	flutuador
boiar	patetar
boicera	tomento
boicotagem	boicote
boicotar	boicotear
boiz	urupuca
boiçar	bouçar
boiúna	bovino
bojamento	bojo
bojar	crescer
bojo	envergadura
bojudo	convexo
bola	esfera
bolacha	pitomba
bolada	dinheirada
bolandeira	volandeira
bolar	engenhar
bolboso	bulbáceo
bolbáceo	bolboso
bolchevique	bolchevista
bolchevista	comunista
bolchevizar	sovietizar
boldrié	talim
boleado	redondo
boleamento	torneio
bolear	esmerilar
bolear-se	requebrar-se
boleeiro	cocheiro
boleio	torneio
boleta	penduricalho
bolha	borbulha
bolhar	borbulhar
bololô	bruega
bolor	fartum
bolorecer	embolorar
bolorento	mofado
bolota	pendurucalho
bolso	saca
bolçar	regurgitar
bom	competente
bomba	doce
bombar	bombear
bombardar	esbombardear
bombardeamento	bombardeio
bombardear	canhonear
bombardeio	bombeamento
bombeado	redondo
bombear	tornear
bombeiro	espião
bombejar	esbombardear
bombinha	traque
bombona	torpedo
bombástico	grandíloquo
bonacheirice	bonomia
bonacheiro	bonanchão
bonacheirão	bonacheiro
bonachão	bonanchão
bonança	sossego
bonançoso	manso
bondade	clemência
bondadoso	bondoseiro
bonde	trâmuei
bondoseiro	bondoso
bondoso	humanitário
bonecar	embonecrar
boneco	títere
bongar	vigilar
bonificar	laurear
bonificação	remuneração
bonifrate	marionete
bonitete	bonitote
boniteza	lindeza
bonitinho	bonitote
bonito	elevado
bonzo	saí
boné	quepe
boquear	vasquear
boqueirão	canal
boquejadura	cochicho
boquejar	difamar
boquejo	cochicho
boquiaberto	pasmado
boquiabrir	espantar
boquifendido	boquirrasgado
boquilha	piteira
borboleta	catraca
borboleteador	borboleteante
borboleteamento	digressão
borboletear	mariposear
borboleteio	divagação
borbotar	marejar
borbotoante	jorrante
borbotão	borbulhão
borbulha	folipa
borbulhagem	espumarada
borbulhar	pulular
borbulhação	espumejo
borbulhento	borbulhoso
borbulhão	jorro
borda	bordo
bordado	broslado
bordalengo	burrego
bordar	broslar
bordegão	ignorante
bordejar	nutar
bordel	lupanar
bordeleiro	bordelengo
bordo	rebordo
bordoada	maçada
bordão	cacete
boreal	hiperbóreo
bornal	mochila
borra	sedimento
borraceiro	borriço
borracha	manga
borracheira	embriagamento
borrachice	prego
borradela	nódoa
borrador	borrão
borralha	borralho
borralheiro	caseiro
borralhento	cinerício
borralho	rescaldo
borrar	ensaburrar
borrar-se	emporcar-se
borrasca	dilúvio
borrascoso	tempestuoso
borratão	esborratadela
borraçal	tramolhada
borrifado	respingado
borrifador	regador
borrifar	serenar
borrifo	esborrifo
borriçar	pingotear
borriço	molinheiro
borrão	bosquejo
bosque	selva
bosquejar	tracejar
bosquejo	delineamento
bossa	inchaço
bosta	fezes
bostela	pústula
bostelento	bosteloso
botada	desova
botar	embotar
botar-se	desembestar-se
botelharia	garrafeira
boticário	farmacêutico
boto	cego
botocudo	rústico
botoeira	casa
botriomorfo	botrioso
botrioso	racimiforme
botão	tecla
boucera	tomento
boxe	pugilismo
boxeador	pugilista
boxista	pugilista
boy	mensageiro
boçal	rude
boçalidade	grossaria
boêmia	vadiagem
boêmio	estróina
braceagem	moedagem
bracear	bracejar
bracejador	bracejante
bracejar	menear
bradado	exclamado
bradador	bradante
bradante	exclamador
bradar	esgoelar
bradejar	uivar
brado	clamor
braguilha	portinhola
bramador	bramoso
bramante	bramoso
bramar	toar
bramido	rugido
bramir	explodir
bramoso	furioso
brancacento	brancaço
brancaço	entrebranco
branco	lácteo
brancura	claridade
brandear	desencruar
brandir	esgrimir
brando	fagueiro
brandura	macieza
brandão	tocha
branqueado	caleado
branqueador	caiador
branqueamento	dealbação
branquear	embranquecer
branquear-se	branquejar-se
branquejar	dealbar
branquejar-se	encanecer-se
branquicento	esbranquiçado
brasa	fagulha
braseira	rescaldeiro
braseiro	fogareiro
brasileirismo	brasilidade
brasoar	brasonar
brasão	emblema
bravamente	corajosamente
bravata	prosa
bravateador	bravateiro
bravatear	fumacear
bravejar	ulular
braveza	fereza
bravio	encapelado
bravo	poisio
bravura	resolução
braçadeira	embraçadeira
braçal	corporal
braço	estuário
breado	embreado
brear	empesgar
brecada	freada
brecar	domar
brejeirice	garotice
brejeiro	tunante
brejento	encharcado
brejo	sapal
brejoso	charqueiro
brenha	matagal
breque	travão
brequefeste	desjejua
breve	sinótico
brevidade	efemeridade
breviloqüente	sintetizado
bricabraque	ferro-velho
brida	rédea
bridar	comedir
briga	turbulência
brigador	brigante
brigalhão	conflituoso
brigante	conflituoso
brigar	desconsentir
brigoso	conflituoso
briguento	rusguento
brigão	briguento
brilhantar	incrementar
brilhante	fastoso
brilhantemente	esplendidamente
brilhantismo	majestade
brilhar	sobressair
brilho	luzimento
brincadeira	gozação
brincado	engalenado
brincador	brincalhão
brincalhão	engraçado
brincar	divertir-se
brindar	mimosear
brinde	voto
brinquedo	jogo
brio	potra
brioso	destemeroso
brique	tijolo
briquitar	labutar
brisa	zéfiro
britado	estroçado
britar	migar
brizomântico	oniromântico
broca	verruma
brocado	broqueado
brocar	lurar
brocardo	máxima
brolar	debruar
broma	mazorral
bromado	embastido
bromar	corroer
bronco	calino
bronquear	trautear
bronquice	crassície
bronzeado	crestado
bronzeamento	crestamento
bronzear	tostar
bronzear-se	tostar-se
broqueado	chagado
broquear	espicaçar
broquento	chagado
broslar	franjar
brotadura	gomo
brotamento	renovo
brotar	propagar
brotação	gomo
broto	renovo
browser	navegador
broxar	pincelar
bruaca	medusa
bruega	embrulhada
bruma	nuvem
brumaceiro	nevoento
brumado	brumoso
brumoso	nevoado
brunhir	polimentar
brunido	reluzente
brunidor	lustrador
brunimento	lustre
brunir	polimentar
bruno	escuro
brusco	inesperado
brutal	desumano
brutalidade	selvageria
brutalilizado	brutificado
brutalizar	exulcerar
brutalizar-se	descivilizar-se
brutalmente	brutamente
brutamente	violentamente
brutesco	grosseiro
brutificador	brutificante
brutificar	descivilizar
brutificar-se	descivilizar-se
bruto	mazorro
bruxa	feiticeira
bruxaria	salgação
bruxedo	macumba
bruxo	necromante
bruxuleante	trêmulo
bruxulear	estrelar
brônzeo	êneo
bubuiar	nadar
bucal	oral
bucha	tampão
bucuva	tolaz
bucólico	campeiro
bueiro	sumidoiro
bufador	vaníloquo
bufar	soltar
bufarinhar	mascatear
bufete	credência
bufo	cômico
bufão	farsante
bugalho	grão
bugalhudo	esbugalhado
bugiaria	quinquilharia
bugiganga	quinquilharia
bugio	carlequim
buinho	vime
buir	gastar
buir-se	puir-se
bulbar	bulboso
bulbáceo	bulboso
bulcão	redemoinho
bulha	vozerio
bulhento	rumoroso
bulhão	rixador
bulimia	cinorexia
bulir	comover
buliçoso	desenvolto
bulício	estrondo
bumbar	zurzir
buquê	ramalhete
buracada	buraqueiro
buracama	buraqueiro
buraco	hiato
buraqueira	buraqueiro
buraquinho	orifício
burburinho	murmurinho
burel	hábito
burgo	povoado
burilar	requintar
burla	fraudulência
burlado	embaído
burlador	logrativo
burlante	trapaceiro
burlar	tapear
burlaria	falsificação
burlequear	haraganar
burlescamente	comicamente
burlesco	cômico
burlista	trampolineiro
burloso	logrador
burlão	intrujão
burocracia	papelocracia
burocracial	burocrático
burocrático	oficial
burra	relicário
burrada	parvoíce
burrego	burro
burricada	parvoíce
burrice	jericada
burrico	burrinho
burrificar-se	estultificar-se
burro	lorpa
burundanga	embrulhada
buruso	engaço
busca	vistoria
buscado	procurado
buscador	buscante
buscar	pegar-se
bussolar	dirigir
busto	torso
butiráceo	butiroso
butuca	espora
butucada	picada
butucar	picar
buzina	corneta
buzinada	cornetada
buzinar	fonfonar
buço	lanugem
buído	safado
bá	pajem
bácora	leitoa
bácoro	porquinho
báculo	cajado
báquico	dionísico
báratro	sorvedoiro
bárbaro	violento
básculo	levadiça
básico	primeiro
bátega	cordoada
bélico	marcial
bêbado	mordido
bêbedo	tonto
bênção	graça
bíblia	escrituras
bíbulo	passento
bífido	bipartido
bímane	bímano
bípede	dípode
bói	office-boy
bóia	salva-vidas
bólide	meteorito
bólido	zelação
bônus	gratificação
caatinga	pragal
cabal	perfeito
cabalar	enredear
cabalístico	mágico
cabana	tijupar
cabaneiro	poceiro
cabano	poceiro
cabaz	poceiro
cabaça	porongo
cabecear	escabecear
cabeceira	manadeira
cabedal	recurso
cabeiro	final
cabeladura	encabeladura
cabeleira	chinó
cabeludo	gadelhudo
caber	conter
cabeça	chefe
cabeçada	testada
cabeço	outeiro
cabeçudo	contumaz
cabeção	cabeçorra
cabide	estaqueira
cabido	pertinente
cabimento	propósito
cabina	cabine
cabine	provador
cabisbaixo	humilhado
cabiscaído	humilhado
cabo	extremidade
caboclo	caipira
caborje	salgação
cabortar	carapetar
cabotagem	costeio
caboucador	cavoucador
cabouçar	desencavar
cabra	quatro-paus
cabresteiro	submisso
cabresto	torçal
cabriola	pirueta
cabriolar	piruetear
cabritar	cabritear
cabritear	pular
cabrocar	segar
cabrocha	mulato
cabrucar	roçar
cabrum	caprum
cabuetar	entregar
cabulice	gazeio
cabuloso	importuno
cabível	passável
cacarecos	petrechos
cacarejador	cacarejante
cacarejar	chilrar
cacaria	caranguejola
cacaréus	caraminguás
cacerenga	caxirenguengue
cacetada	cachamorrada
cacete	cachamorra
cacetear	fartar
caceteação	importunação
caceteiro	zangão
cachaceira	zangurrina
cachaceiro	ebrioso
cachada	queimada
cachamorra	pau
cachamorrada	marretada
cachar	capear
cacharolete	coquetel
cachaça	pinga
cachaço	toitiço
cachaçudo	soberbo
cachação	pescoçada
cacheado	encaracolado
cachear	encaracolar
cacheira	vara
cacheiro	pau
cachetar	caçoar
cachimbador	cachimbante
cachimbar	esfumear
cachimbear	pitar
cachimbo	pito
cachinada	caçoada
cachinar	gargalhar
cacho	caracol
cachoeira	despenho
cachorrada	cainça
cachorrice	cafajestice
cachorrismo	cafajestismo
cachorro	perro
cachão	golfada
cacimba	poço
caco	entulho
cacodoxo	herético
cacoete	tique
cacofoniar	cacofonizar
cacunda	canastra
cadafalso	forca
cadarço	fitilho
cadastragem	registro
cadastramento	registro
cadastro	inscrição
cadaverizado	mortuoso
cadaverização	mortificação
cadaveroso	mortuoso
cadavérico	cadaveroso
cadeado	cordão
cadeia	corrente
cadeira	cargo
cadeirado	cadeirudo
cadeiras	quadril
cadeixo	negalho
cadenciado	rítmico
cadenciar	compassar
cadencioso	melodioso
cadente	rítmico
caderneta	ementário
caderno	ementário
cadilho	franja
cadimo	sagaz
cadinho	crisol
cadivo	coroca
caducante	decadente
caducar	prescrever
caducidade	decrepitude
caduco	senil
caduquez	decrepidez
caduquice	decrepitude
cadáver	defunto
cadência	compasso
cafajestada	canalhada
cafajestagem	cafajestice
cafajestice	canalhada
cafajestismo	canalhismo
cafangar	galhofear
cafarnaum	ferro-velho
cafeeiral	cafezal
cafelista	cafezista
cafifa	calisto
cafife	calistismo
cafifice	cafifismo
cafonice	caipirice
cafral	cafreal
caftenismo	lenocínio
caftinismo	lenocínio
cafua	cafurna
cafundó	caixa-pregos
cafundó-do-judas	cafundório
cafundório	calcanhar-de-judas
cafunje	pirata
cafuné	quitute
cafuz	carafuzo
cafuzo	carafuzo
caguira	caiporismo
cagüetar	delatar
caiado	caleado
caiador	caieiro
caiadura	caio
caiar	emascarar
caiação	caiadura
caideiro	caidiço
caim	cainho
caimento	queda
cainheza	somiticaria
cainho	esganado
cainozóico	cenozóico
cainça	cainçada
cainçada	cainçalha
cainçalha	canzoada
caiongo	passado
caipira	piraquara
caipirada	caipirice
caipiragem	piocada
caipirice	jequice
caipora	macutena
caiporice	caiporismo
caiporismo	malogro
cair	desgrudar-se
cairel	debrum
cairelar	embainhar
cais	embarcadoiro
caititu	rodete
caixa	caixote
caixa-dágua	reservatório
caixa-forte	cofre-forte
caixa-pregos	calcanhar-de-judas
caixaria	caixotaria
caixeiro	entregador
caixilho	moldura
caixão	urna
cajadada	pancada
cajado	vara
cala	calada
calabouço	enxovia
calabre	maroma
calada	silêncio
calado	embuchado
calafate	petintal
calafetagem	calafetamento
calafetamento	vedação
calafetar	cimentar
calafetação	veda
calafriar	calefriar
calafriento	calefriento
calafrio	horripilação
calamidade	praga
calamistrado	encrespado
calamistrar	encaracolar
calamitoso	catastrófico
calamídeo	calamóide
calandrado	lustrado
calandrar	cilindrar
calar	mentir
calar-se	silenciar
calca	calcadura
calcado	humilhado
calcadura	esmagamento
calcamento	esmagamento
calcanhar	couce
calcanhar-de-aquiles	fraco
calcar	encarregar
calcetar	pavimentar
calcifílico	calcífilo
calcinado	carbonizado
calcinar	queimar
calcinação	ustão
calcitrar	engravitar-se
calculado	computado
calculador	calculista
calculante	calculista
calcular	medir
calcular-se	tomar-se
calculista	interesseiro
calculável	estimável
calcário	cálcico
calcícola	calcífilo
calda	xarope
caldas	termas
caldeamento	mestiçagem
caldear	liar
caldear-se	mestiçar-se
caldeação	forjadura
caldeirada	chapeirada
caldo	suco
calear	embrancar
caleceiro	cocheiro
caleche	carruagem
calefator	esquentador
caleira	quelha
calejado	catuzado
calejar	empedernecer
calejar-se	obdurar-se
calembur	equívoco
calemburgo	trocadilho
calendário	cronograma
calentura	intermação
caleça	carruagem
calha	quelha
calhamaço	cartapácio
calhambeque	maxambomba
calhambola	macamã
calhambora	canhembora
calhar	quadrar
calhau	rebo
calheta	enseada
calhoada	pedrada
calhorda	desprezível
calibrador	calibre
calibração	calibragem
calidez	queimor
caligem	nevoeiro
caliginoso	obscuro
caligrafia	letra
calino	rombo
calipígico	calipígio
calista	pedicuro
calistismo	mofina
calisto	pé-frio
calma	repouso
calmamente	tranqüilamente
calmante	sedativo
calmar	contentar
calmar-se	desencalmar-se
calmaria	quietação
calmo	calmoso
calmoroso	canicular
calmoso	caloroso
calo	tiloma
caloiro	recruta
calombo	nódulo
calor	queimor
calorento	encalmadiço
calorosamente	entusiasticamente
caloroso	canicular
calorão	fogo
calorífero	calorígeno
calosidade	endurecimento
caloso	catuzado
calouro	recruta
calque	decalque
caluniado	difamado
caluniar	desonestar
calva	careca
calvar	encalvecer
calvejar	descalvar
calvinista	presbiteriano
calvo	pelado
calão	gíria
calçada	calçamento
calçadeira	descalçador
calçado	escorado
calçamento	passeio
calçar	pavimentar
calço	cambapé
calúnia	mentira
cama	leito
camada	classe
camafeu	efígie
camarada	condiscípulo
camaradagem	solidariedade
camaradeiro	gentil
camarata	dormitório
camareiro	camarista
camarinha	gotícula
camarista	quarteiro
camba	mucamba
cambada	cambão
cambado	cambaio
cambaio	zãibo
cambalear	titubar
cambalhota	pirueta
cambalhotar	piruetar
cambapé	gambérria
cambar	dar
cambembe	estavanado
cambetear	mancar
cambiado	escambado
cambial	cambiário
cambiante	furta-cor
cambiar	mexer
cambo	garavato
cambota	reviravolta
cambudo	ganchoso
cambão	cambo
camecefálico	camecéfalo
cameprosópico	cameprósopo
camilha	espreguiçadeira
caminhada	volta
caminhador	caminhante
caminhante	caminheiro
caminhar	ir
caminho	trilho
caminhão-pipa	carro-pipa
camisa-de-força	fôrma
camisa-de-vênus	camisinha
camisinha	preventivo
camote	derriço
campainha	tintinábulo
campanado	campanulado
campaniforme	campanuláceo
campanudo	condoreiro
campanulado	campanular
campanular	encampanado
campanuliforme	encampanado
campanuláceo	encampanado
campanário	torre
campar	enrinconar
camparesco	rústico
campear	pleitear
campeiro	campônio
campeonato	torneio
campesinho	campesino
campesino	rústico
campestre	pastoril
campina	prado
campo	plantio
campo-santo	necrópole
camponês	campônio
campânula	redoma
campônio	rústico
camuflagem	despiste
camuflar	disfarçar
camunhengue	gafeirento
canal	medianeiro
canalhada	canalhice
canalhocrata	canalhocrático
canalizado	encanado
canalizar	encanar
canalização	tubulação
canana	cartucheira
canastra	lombo
cancela	porteira
cancelado	eliminado
cancelamento	rescisão
cancelar	rescindir
cancerar	transfigurar
canceriforme	cancriforme
canceroso	carcinomatoso
cancioneiro	divã
cande	cândi
candeeiro	lampião
candeio	tocha
candelabro	serpentina
candente	nitente
candial	candil
candidatar	habilitar
candidato	pretendedor
candongar	pajear
candongueiro	lisonjeador
candura	castidade
candência	incandescência
canelado	ranhurado
canelar	riscar
canga	jugo
cangalho	canzil
cangotudo	cogotudo
canhambola	quilombola
canhembora	mocambeiro
canhenho	livrete
canhestro	esquerdo
canho	canhoto
canhonada	fogo
canhonear	esbombardear
canhoneio	fuzilaria
canhoteiro	canhoto
canhotismo	sinistrismo
canhoto	desjeitoso
canibal	canibalesco
canicular	queimoso
canino	canzoal
cano	tubo
canoa	ubá
canoira	tegão
canonicato	sinecura
canonizar	glorificar
canoro	melodioso
canoura	tremonha
cansado	saturado
cansar	entibiar
cansar-se	estafar-se
cansativo	fadigador
cansaço	lassitude
canseira	fatigamento
cansável	fatigável
cantadeiro	cantador
cantadela	trova
cantador	cantante
cantar	levantar
cantarejar	cantorolar
cantaridado	obsceno
cantiga	modinha
cantilena	chorumela
cantinho	recanto
canto	ponta
cantor	vocalista
cantorolar	trautear
canudo	tubo
canzil	pinhola
canção	cantadela
caolho	zerê
caos	inferno
caoticamente	confusamente
capacidade	competência
capacitado	capaz
capacitar	encabeçar
capacitar-se	persuadir-se
capacitação	habilitação
capadeiro	capador
capado	dessexuado
capador	castrador
capadura	emasculação
capanga	pistoleiro
capangada	jagunçaria
capangagem	jagunçada
capar	mutilar
capataz	feitor
capaz	íntegro
capaço	coparrão
capação	mutilação
capcioso	sabido
capeado	encoberto
capear	carambolar
capela	grinalda
capela-ardente	capela-mortuária
capelo	chapeirão
capenga	rengo
capengante	carapé
capengar	manquetear
capenguear	mancar
capina	capinação
capinado	mondado
capinador	carpidor
capinar	roçar
capinação	carpa
capiongo	juruju
capital	mortal
capitalizar	poupar
capitaneado	encabeçado
capitanear	guiar
capitoso	opiniático
capitular	conceituar
capitão	caudilho
capotar	emborcar
capote	casacão
caprichar	esmerar-se
capricho	fantasia
caprichoso	primoroso
caprino	caprum
caprum	egofônico
capsulado	capsular
capsular	encapsulado
captador	captante
captar	produzir
captura	prisão
capturar	pilhar
capucho	insociável
capuz	chapeirão
caquerejar	palrear
caquinar	casquinar
caquéctico	caquético
cara	queixo
cara-metade	metade
carabina	clavina
caracolado	encaracolado
caracolar	caracolear
caracolear	volutear
caracteristicamente	tipicamente
caracterizado	caraterizado
caracterizador	caraterizante
caracterizante	caraterizante
caracterizar	descobrir
caracterizar-se	especializar-se
caracterização	marcação
caracterizável	distinguível
caracterológico	caraterológico
característica	particularidade
característico	genuíno
carafuz	carafuzo
carambina	codo
carambolar	engabelar
caramboleiro	cuvilheiro
caramelado	caramelizado
caramelar	caramelizar
caramelo	geada
caramiar	carmear
caraminguás	quimbembes
caramunhar	chorincar
caranguejar	embasbacar
caranguejola	casca-de-noz
carantonha	sobrecenho
caraolho	olhizaino
carapeta	mentirola
carapetar	mangar
carapeteiro	loroteiro
carapinha	lã
carapinho	encrespado
carapuça	gorro
carapé	pencó
caraquento	craquento
caraterizar	desencobrir
caraterizar-se	estremar-se
caraterística	singularidade
caraterístico	típico
caravana	tropa
caravelha	tramela
caravenho	estevado
caraça	carantonha
caraúno	craúno
carbonificar	queimar
carbonizado	carboretado
carbonizador	carbonizante
carbonizar	queimar
carbonáceo	carbôneo
carboretado	queimado
carcamano	latacho
carcarejar	matraquear
carcavar-se	estraçalhar-se
carcaça	medusa
carcerar	prear
carcerário	prisional
carcoma	caruncho
carcome	caruncho
carcomer	devorar
carcomido	gasto
carcomição	corrosão
cardeal	primordial
cardinal	principal
cardinalesco	cardinalício
cardápio	menu
cardão	cárdeo
carear	valer
careação	encaro
careca	descalvado
carecente	necessitado
carecer	padecer
carecido	falto
carena	querena
carenar	querenar
carente	necessitado
carepa	caspa
carepento	casposo
careposo	caspento
carestia	escassez
careta	visagem
careteiro	mogangueiro
carga	opressão
cargo	ocupação
cariado	carioso
caricato	cômico
caricatura	cartum
caricatural	caricaturesco
cariciar	cortejar
cariciativo	fagueiro
caricioso	carinhoso
cariciável	suave
caridade	fraternidade
caridoso	caritativo
carifranzido	trombudo
carijó	pedrês
carimbar	divisar
carimbo	impressão
carinho	vigilância
carinhosamente	meigamente
carinhoso	doce
carismático	epiléptico
caritativo	esmoler
cariz	celagem
carlequim	macaco
carmear	carpear
carmelita	carmelitano
carmesim	carminado
carmim	carminado
carminado	carmíneo
carminar	esfoguear
carnadura	carne
carnagem	matança
carnal	concupiscente
carnalidade	mundanalidade
carnaval	folia
carnavalear	doudejar
carnavalesco	carnavalizado
carne	polpa
carne-de-sol	charque
carne-seca	charque
carnear	siderar
carnegão	carnicão
carneirento	carneirum
carneiro	ossuário
carniceiro	magarefe
carniceria	corte
carnificina	matança
carnivoraz	creofágico
carniça	tope
carniçal	carnívoro
carniçaria	matança
carnoso	carnudo
carnudo	musculado
carnívoro	creofágico
caro	precioso
carocha	feiticeira
carola	papa-santos
carolice	santimônia
carolismo	santimônia
carolo	coque
caroneado	deluso
caronear	desvairar
caroável	prazenteiro
caroço	godilhão
carpa	carpição
carpar	sachar
carpetar	entapizar
carpideira	pranteadeira
carpido	dolente
carpidor	mondador
carpidura	carpimento
carpir	vagir
carpir-se	lamuriar-se
carpição	carpimento
carpófago	frutívoro
carquilha	ruche
carranca	viseira
carrancismo	casmurrice
carrancudo	sobrancelhudo
carrapatar-se	grudar-se
carraria	carriagem
carrasco	imolador
carrascoso	carrasquento
carrascão	carrascoso
carraspana	esbregue
carrasquenho	carrasquento
carreadoiro	carreador
carreador	sêmita
carreadouro	vereda
carrear	transportar
carreação	condução
carregado	intenso
carregador	transportador
carregamento	carrego
carregar	prostrar
carregar-se	nublar-se
carrego	ônus
carreira	trilha
carreirismo	oportunismo
carreirista	oportunista
carreiro	trilha
carretagem	frete
carrete	carrinho
carretel	carrinho
carreto	frete
carriagem	carruagem
carril	rieira
carro	veículo
carro-de-combate	tanque
carro-guincho	guincho
carro-leito	vagão-dormitório
carroçaria	carroceria
carruagem	diligência
carta	diploma
cartada	lanço
cartaz	sucesso
carteamento	correspondência
cartear-se	corresponder-se
carteio	correspondência
carteira	escrivaninha
cartel	dístico
cartela	cártula
cartilaginoso	côndrico
cartilha	compêndio
cartola	jaca
cartorário	cartorial
cartucheira	patrona
cartusiano	cartuxo
cartório	tabelinado
carunchento	carunchoso
carunchoso	comido
carvalhal	roboredo
carvoaria	carvoeira
carvoeira	hulheira
carvão	carvão-de-pedra
carvão-de-pedra	hulha
caráter	qualidade
carão	tosa
carência	míngua
carícia	quitute
casa	residência
casaco	paletó
casacão	sobretudo
casadeiro	casadouro
casado	harmonizado
casadoiro	núbil
casadouro	núbil
casal	par
casalar	irmanar
casalejo	real
casamatar	encastelar
casamenteador	casamenteiro
casamenteiro	marital
casamento	união
casar	matrimoniar
casar-se	unir-se
casarão	casaréu
casca	côdea
casca-de-noz	jangada
cascaburrento	rugoso
cascalhada	cascalheira
cascalhento	cascalhudo
